initial,initial_label,rhyme,final,reading,status,sino_entry_count,character_count,example_characters
ch,ch,aem,m,chaem,attested,4,4,摲嚵攙㺖
ch,ch,am,m,cham,attested,21,19,妗琛綝緂槮賝磣瀋襜韂㙴㾆
ch,ch,em,m,chem,attested,4,4,旵䑎䤘𠐩
ch,ch,eom,m,cheom,gap,0,0,
ch,ch,iem,m,chiem,gap,0,0,
ch,ch,im,m,chim,attested,22,20,參梫郴棽墋嵾裧幨踸鍖駸醦
ch,ch,m,m,chm,gap,0,0,
ch,ch,oem,m,choem,gap,0,0,
ch,ch,om,m,chom,attested,2,2,𠑆𨇧
ch,ch,ym,m,chym,gap,0,0,
ch,ch,yom,m,chyom,gap,0,0,
ch,ch,aang,ng,chaang,attested,11,11,牚琤槍樘橕瞠竀鎗鐺㵾䟓
ch,ch,aeng,ng,chaeng,gap,0,0,
ch,ch,ang,ng,chang,attested,36,32,囪昶倀唱猖窓創敞棦琤菖搶
ch,ch,eng,ng,cheng,attested,35,32,昌剏倡凈鬯悵堫琩傸愴滄僘
ch,ch,eong,ng,cheong,gap,0,0,
ch,ch,iaang,ng,chiaang,gap,0,0,
ch,ch,iang,ng,chiang,gap,0,0,
ch,ch,ieng,ng,chieng,gap,0,0,
ch,ch,ing,ng,ching,attested,27,24,虰爯悜秤偁偵庱逞睈睖裎遉
ch,ch,iong,ng,chiong,gap,0,0,
ch,ch,iung,ng,chiung,gap,0,0,
ch,ch,oeng,ng,choeng,gap,0,0,
ch,ch,ong,ng,chong,attested,25,24,埫喠傭憃憧潼衝褈罿艟寵蹱
ch,ch,uaang,ng,chuaang,gap,0,0,
ch,ch,ueng,ng,chueng,gap,0,0,
ch,ch,ung,ng,chung,attested,11,11,充忡㳘盅茺浺珫銃㤝䘪𪎽
ch,ch,waang,ng,chwaang,gap,0,0,
ch,ch,waeng,ng,chwaeng,gap,0,0,
ch,ch,wang,ng,chwang,gap,0,0,
ch,ch,wueng,ng,chwueng,gap,0,0,
ch,ch,wung,ng,chwung,gap,0,0,
ch,ch,yang,ng,chyang,gap,0,0,
ch,ch,yeng,ng,chyeng,gap,0,0,
ch,ch,yeong,ng,chyeong,gap,0,0,
ch,ch,yng,ng,chyng,gap,0,0,
ch,ch,aay,y,chaay,attested,17,16,叉扠杈芆衩差訍釵靫瘥㳗㼮
ch,ch,aey,y,chaey,gap,0,0,
ch,ch,ay,y,chay,attested,5,5,差茝搋㹗䞗
ch,ch,eoy,y,cheoy,gap,0,0,
ch,ch,ey,y,chey,gap,0,0,
ch,ch,uy,y,chuy,gap,0,0,
ch,ch,waay,y,chwaay,gap,0,0,
ch,ch,waey,y,chwaey,gap,0,0,
ch,ch,way,y,chway,attested,1,1,顡
ch,ch,wey,y,chwey,gap,0,0,
ch,ch,wy,y,chwy,gap,0,0,
ch,ch,y,y,chy,gap,0,0,
ch,ch,yay,y,chyay,gap,0,0,
ch,ch,aaw,w,chaaw,gap,0,0,
ch,ch,aew,w,chaew,gap,0,0,
ch,ch,aw,w,chaw,attested,25,23,仯吵抄炒耖觘訬鈔煼嘮趠踔
ch,ch,eow,w,cheow,gap,0,0,
ch,ch,ew,w,chew,attested,4,4,𢁾超䫿𠰉
ch,ch,iaew,w,chiaew,gap,0,0,
ch,ch,iaw,w,chiaw,gap,0,0,
ch,ch,iew,w,chiew,gap,0,0,
ch,ch,iw,w,chiw,attested,4,4,怊欩朓巐
ch,ch,oew,w,choew,gap,0,0,
ch,ch,ow,w,chow,gap,0,0,
ch,ch,yeow,w,chyeow,gap,0,0,
ch,ch,aei,i,chaei,gap,0,0,
ch,ch,ai,i,chai,attested,2,2,慸蠆
ch,ch,i,i,chi,attested,92,85,佁妛杘侈卶哆垑姼恀祉差恥
ch,ch,uei,i,chuei,gap,0,0,
ch,ch,waei,i,chwaei,gap,0,0,
ch,ch,wai,i,chwai,attested,4,4,嘬䴝𠽶𣤌
ch,ch,wi,i,chwi,attested,14,12,夊出吹炊衰推揣蓷㪜㿷䶴𥞃
ch,ch,aak,k,chaak,attested,6,6,㿭𡍩𤖴𧼳𩎚𩑒
ch,ch,aek,k,chaek,gap,0,0,
ch,ch,ak,k,chak,attested,27,27,冊拺柵娕娖笧晫策逴矠筴嫧
ch,ch,ek,k,chek,attested,2,2,𣤩𥛚
ch,ch,eok,k,cheok,gap,0,0,
ch,ch,iaak,k,chiaak,gap,0,0,
ch,ch,iak,k,chiak,gap,0,0,
ch,ch,iek,k,chiek,gap,0,0,
ch,ch,ik,k,chik,attested,18,18,彳赤恜蚇郝荲測滷慗遫趩瀷
ch,ch,iok,k,chiok,gap,0,0,
ch,ch,iuk,k,chiuk,gap,0,0,
ch,ch,oek,k,choek,gap,0,0,
ch,ch,ok,k,chok,gap,0,0,
ch,ch,uaak,k,chuaak,gap,0,0,
ch,ch,uek,k,chuek,gap,0,0,
ch,ch,uk,k,chuk,attested,17,17,尺斥侙勅栻畟敕淔烾惻飭㡿
ch,ch,waak,k,chwaak,gap,0,0,
ch,ch,waek,k,chwaek,gap,0,0,
ch,ch,yeok,k,chyeok,gap,0,0,
ch,ch,yk,k,chyk,gap,0,0,
ch,ch,aach,ch,chaach,attested,3,3,柵簎䜺
ch,ch,ach,ch,chach,attested,10,10,辵㲋婥婼逴綽磭繛蠚𤟭
ch,ch,aech,ch,chaech,gap,0,0,
ch,ch,och,ch,choch,attested,11,11,亍豖㙇梀觕歜臅觸𢒔𥹵𧼙
ch,ch,oech,ch,choech,gap,0,0,
ch,ch,uch,ch,chuch,attested,21,20,柷苖俶敊埱珿荲傗琡滀鄐蓄
ch,ch,uech,ch,chuech,gap,0,0,
ch,ch,aat,t,chaat,attested,7,7,詧察䕓𣘤𥉻𩴳𪙻
ch,ch,aet,t,chaet,gap,0,0,
ch,ch,at,t,chat,attested,7,7,刹獺㔍䓭䫄䵵𤁫
ch,ch,eot,t,cheot,gap,0,0,
ch,ch,et,t,chet,attested,5,4,啜掣瘛歠
ch,ch,iat,t,chiat,gap,0,0,
ch,ch,iet,t,chiet,gap,0,0,
ch,ch,it,t,chit,attested,5,5,叱抶咥眣跮
ch,ch,oet,t,choet,gap,0,0,
ch,ch,ot,t,chot,gap,0,0,
ch,ch,t,t,cht,gap,0,0,
ch,ch,uet,t,chuet,gap,0,0,
ch,ch,ut,t,chut,attested,9,9,出怵欪炪黜㤕䟣𤝞𧺶
ch,ch,waet,t,chwaet,gap,0,0,
ch,ch,wat,t,chwat,gap,0,0,
ch,ch,woet,t,chwoet,gap,0,0,
ch,ch,wot,t,chwot,gap,0,0,
ch,ch,yeot,t,chyeot,gap,0,0,
ch,ch,yt,t,chyt,gap,0,0,
ch,ch,aets,ts,chaets,gap,0,0,
ch,ch,ats,ts,chats,gap,0,0,
ch,ch,eots,ts,cheots,gap,0,0,
ch,ch,ets,ts,chets,attested,13,13,屮聅硩徹撤㓼㔍䒆䚢䜉𠞩𤿫
ch,ch,aap,p,chaap,gap,0,0,
ch,ch,aep,p,chaep,gap,0,0,
ch,ch,ap,p,chap,attested,5,5,𤜯笈喢鍤𥃐
ch,ch,eop,p,cheop,gap,0,0,
ch,ch,ep,p,chep,attested,6,6,扱臿插疀㛼㷅
ch,ch,iep,p,chiep,gap,0,0,
ch,ch,ip,p,chip,attested,17,17,㤴喢湁詀斟雴漐謵㚲㞚㳧䙄
ch,ch,oep,p,choep,gap,0,0,
ch,ch,op,p,chop,gap,0,0,
ch,ch,p,p,chp,gap,0,0,
ch,ch,yp,p,chyp,gap,0,0,
ch,ch,eov,v,cheov,gap,0,0,
ch,ch,ev,v,chev,attested,6,6,㤴煠锸䈎𥯥𩂻
ch,ch,ov,v,chov,attested,1,1,𦑣
ch,ch,aenn,nn,chaenn,gap,0,0,
ch,ch,ann,nn,chann,attested,8,8,脠蕆儭嚫鏈櫬䞋𨩪
ch,ch,enn,nn,chenn,attested,11,9,梴搌齔瀙襯㢟䩶𣃘𧈪
ch,ch,eonn,nn,cheonn,gap,0,0,
ch,ch,onn,nn,chonn,gap,0,0,
ch,ch,aeyh,h,chaeyh,gap,0,0,
ch,ch,ah,h,chah,attested,9,9,斥車哆硨䞣撦奲㨋䰩
ch,ch,ayh,h,chayh,gap,0,0,
ch,ch,emh,h,chemh,attested,6,5,覘諂讇䀡𡝫
ch,ch,eomh,h,cheomh,gap,0,0,
ch,ch,ueh,h,chueh,gap,0,0,
ch,ch,uh,h,chuh,attested,26,24,初杵柠悇處楮絮楚筡摴褚儊
ch,ch,r,r,chr,gap,0,0,
ch,ch,,open,ch,gap,0,0,
ch,ch,a,open,cha,attested,22,21,叉奼汊岔杈侘哆差䟕靫詫艖
ch,ch,aa,open,chaa,gap,0,0,
ch,ch,ae,open,chae,gap,0,0,
ch,ch,au,open,chau,gap,0,0,
ch,ch,e,open,che,attested,20,20,掣揥跇傺痸銐慸瘛懘㑜䀸䚢
ch,ch,eo,open,cheo,gap,0,0,
ch,ch,eou,open,cheou,gap,0,0,
ch,ch,eu,open,cheu,attested,7,6,弨怊眧楢麨𪍑
ch,ch,ia,open,chia,gap,0,0,
ch,ch,iaeu,open,chiaeu,gap,0,0,
ch,ch,iau,open,chiau,gap,0,0,
ch,ch,ie,open,chie,gap,0,0,
ch,ch,ieu,open,chieu,gap,0,0,
ch,ch,iou,open,chiou,gap,0,0,
ch,ch,iu,open,chiu,gap,0,0,
ch,ch,o,open,cho,gap,0,0,
ch,ch,oe,open,choe,gap,0,0,
ch,ch,oeu,open,choeu,gap,0,0,
ch,ch,ou,open,chou,attested,32,32,丑妯抽杻杽俞畜臭婤惆搊殠
ch,ch,u,open,chu,attested,14,14,姝芻菆袾犓樞貙䇬䐢䜴䦌𢨸
ch,ch,ua,open,chua,gap,0,0,
ch,ch,uae,open,chuae,gap,0,0,
ch,ch,ue,open,chue,attested,4,4,毳竁㯔𣃍
ch,ch,ueo,open,chueo,gap,0,0,
ch,ch,wa,open,chwa,attested,2,2,䂳䊬
ch,ch,wae,open,chwae,gap,0,0,
ch,ch,yeo,open,chyeo,gap,0,0,
ch,ch,yeou,open,chyeou,gap,0,0,
sh,sh,aan,n,shaan,attested,13,13,山汕邖疝産嵼摌滻簅㦃㹌𥽽
sh,sh,aen,n,shaen,gap,0,0,
sh,sh,an,n,shan,attested,13,10,汕刪疝柵狦訕潸䴮𣧱𦌔
sh,sh,en,n,shen,attested,17,15,埏扇挻傓脠煽㜣羶鯅㒄䁴䘰
sh,sh,eon,n,sheon,gap,0,0,
sh,sh,ian,n,shian,gap,0,0,
sh,sh,ien,n,shien,gap,0,0,
sh,sh,in,n,shin,attested,27,26,申阠伸弞身呻抻矤哂柛矧胂
sh,sh,n,n,shn,gap,0,0,
sh,sh,oen,n,shoen,gap,0,0,
sh,sh,on,n,shon,gap,0,0,
sh,sh,uaen,n,shuaen,gap,0,0,
sh,sh,uan,n,shuan,gap,0,0,
sh,sh,uen,n,shuen,attested,6,5,栓舩船㝈𨏉
sh,sh,ueon,n,shueon,gap,0,0,
sh,sh,uin,n,shuin,gap,0,0,
sh,sh,un,n,shun,attested,20,19,吮盾紃眴脣揗舜順楯漘瞚蕣
sh,sh,waan,n,shwaan,gap,0,0,
sh,sh,waen,n,shwaen,gap,0,0,
sh,sh,wan,n,shwan,attested,3,3,涮㝈𣠯
sh,sh,woen,n,shwoen,gap,0,0,
sh,sh,won,n,shwon,gap,0,0,
sh,sh,wyn,n,shwyn,gap,0,0,
sh,sh,yeon,n,shyeon,gap,0,0,
sh,sh,yn,n,shyn,gap,0,0,
sh,sh,aam,m,shaam,attested,13,13,彡㣌芟衫髟釤穇縿纔㨻㺑䀐
sh,sh,aem,m,shaem,gap,0,0,
sh,sh,am,m,sham,attested,1,1,㶒
sh,sh,em,m,shem,attested,15,13,杉摻檆醦攕櫼㺑䀐𧀵𨏪𩁺𩃔
sh,sh,eom,m,sheom,gap,0,0,
sh,sh,iem,m,shiem,gap,0,0,
sh,sh,im,m,shim,attested,26,23,沈穼苫宷痁閃掞深棽煔罧審
sh,sh,m,m,shm,gap,0,0,
sh,sh,oem,m,shoem,gap,0,0,
sh,sh,om,m,shom,gap,0,0,
sh,sh,ym,m,shym,attested,24,23,邥陝參淰森睒葚滲槮瘮曑瞫
sh,sh,yom,m,shyom,gap,0,0,
sh,sh,aang,ng,shaang,attested,22,20,生狌牲珄省眚笙渻猩甥貹鉎
sh,sh,aeng,ng,shaeng,gap,0,0,
sh,sh,ang,ng,shang,attested,30,26,商湯塽慯漺蔏賞曏霜蟓觴雙
sh,sh,eng,ng,sheng,attested,28,25,向珦淙爽傷塲禓餉樉殤螪瀧
sh,sh,eong,ng,sheong,gap,0,0,
sh,sh,iaang,ng,shiaang,gap,0,0,
sh,sh,iang,ng,shiang,gap,0,0,
sh,sh,ieng,ng,shieng,gap,0,0,
sh,sh,ing,ng,shing,attested,32,28,升抍昇乗㱡陞剰勝椉塍塖媵
sh,sh,iong,ng,shiong,gap,0,0,
sh,sh,iung,ng,shiung,gap,0,0,
sh,sh,oeng,ng,shoeng,gap,0,0,
sh,sh,ong,ng,shong,attested,6,6,舂摏憃蹖𧐍𪄻
sh,sh,uaang,ng,shuaang,gap,0,0,
sh,sh,ueng,ng,shueng,gap,0,0,
sh,sh,ung,ng,shung,gap,0,0,
sh,sh,waang,ng,shwaang,gap,0,0,
sh,sh,waeng,ng,shwaeng,gap,0,0,
sh,sh,wang,ng,shwang,gap,0,0,
sh,sh,wueng,ng,shwueng,gap,0,0,
sh,sh,wung,ng,shwung,gap,0,0,
sh,sh,yang,ng,shyang,gap,0,0,
sh,sh,yeng,ng,shyeng,gap,0,0,
sh,sh,yeong,ng,shyeong,gap,0,0,
sh,sh,yng,ng,shyng,gap,0,0,
sh,sh,aay,y,shaay,attested,6,6,汛諰灑曬䵘𨢦
sh,sh,aey,y,shaey,attested,5,5,洒崽籭躧𩌦
sh,sh,ay,y,shay,attested,6,6,殺崽閷鎩𥳧𧜁
sh,sh,eoy,y,sheoy,gap,0,0,
sh,sh,ey,y,shey,gap,0,0,
sh,sh,uy,y,shuy,gap,0,0,
sh,sh,waay,y,shwaay,gap,0,0,
sh,sh,waey,y,shwaey,gap,0,0,
sh,sh,way,y,shway,gap,0,0,
sh,sh,wey,y,shwey,gap,0,0,
sh,sh,wy,y,shwy,gap,0,0,
sh,sh,y,y,shy,gap,0,0,
sh,sh,yay,y,shyay,gap,0,0,
sh,sh,aaw,w,shaaw,gap,0,0,
sh,sh,aew,w,shaew,gap,0,0,
sh,sh,aw,w,shaw,attested,13,12,娋弰莦稍筲蛸鞘颵䘯𡡏𦓴𨛍
sh,sh,eow,w,sheow,gap,0,0,
sh,sh,ew,w,shew,attested,12,12,捎梢揱旓綃輎潲䈰髾鮹𢾐𣕇
sh,sh,iaew,w,shiaew,gap,0,0,
sh,sh,iaw,w,shiaw,gap,0,0,
sh,sh,iew,w,shiew,gap,0,0,
sh,sh,iw,w,shiw,gap,0,0,
sh,sh,oew,w,shoew,gap,0,0,
sh,sh,ow,w,show,gap,0,0,
sh,sh,yeow,w,shyeow,gap,0,0,
sh,sh,aei,i,shaei,gap,0,0,
sh,sh,ai,i,shai,attested,1,1,𠱡
sh,sh,i,i,shi,attested,106,93,尸史矢示弛阤豕使卶呞始俟
sh,sh,uei,i,shuei,gap,0,0,
sh,sh,waei,i,shwaei,gap,0,0,
sh,sh,wai,i,shwai,gap,0,0,
sh,sh,wi,i,shwi,attested,10,10,水帥衰率榱㽷䪎䭨𤸬𥤼
sh,sh,aak,k,shaak,gap,0,0,
sh,sh,aek,k,shaek,gap,0,0,
sh,sh,ak,k,shak,attested,14,14,栜揱嗽愬槊數箾𦂗擌虩㮶䪂
sh,sh,ek,k,shek,attested,13,13,拺朔索欶矟溹摵蒴㳻㾊䨛𡩡
sh,sh,eok,k,sheok,gap,0,0,
sh,sh,iaak,k,shiaak,gap,0,0,
sh,sh,iak,k,shiak,gap,0,0,
sh,sh,iek,k,shiek,gap,0,0,
sh,sh,ik,k,shik,attested,23,23,式拭食晹睗軾鉽嬙懎檡螫繬
sh,sh,iok,k,shiok,gap,0,0,
sh,sh,iuk,k,shiuk,gap,0,0,
sh,sh,oek,k,shoek,gap,0,0,
sh,sh,ok,k,shok,attested,22,22,色冟射烒郝嗇飾蝕奭適濇薔
sh,sh,uaak,k,shuaak,gap,0,0,
sh,sh,uek,k,shuek,gap,0,0,
sh,sh,uk,k,shuk,gap,0,0,
sh,sh,waak,k,shwaak,gap,0,0,
sh,sh,waek,k,shwaek,gap,0,0,
sh,sh,yeok,k,shyeok,gap,0,0,
sh,sh,yk,k,shyk,gap,0,0,
sh,sh,aach,ch,shaach,attested,6,6,索溹䂹䞽𡩡𥻨
sh,sh,ach,ch,shach,attested,7,7,獡㜰爍爚鑠䁻䟏
sh,sh,aech,ch,shaech,gap,0,0,
sh,sh,och,ch,shoch,attested,5,5,束贖㑛䴰𩌮
sh,sh,oech,ch,shoech,gap,0,0,
sh,sh,uch,ch,shuch,attested,26,26,尗叔倐掓莤透菽翛摍摵㩋樎
sh,sh,uech,ch,shuech,gap,0,0,
sh,sh,aat,t,shaat,attested,7,7,帴殺煞榝蔱鎩𣻑
sh,sh,aet,t,shaet,gap,0,0,
sh,sh,at,t,shat,attested,1,1,刷
sh,sh,eot,t,sheot,gap,0,0,
sh,sh,et,t,shet,attested,7,7,舌設揲蛥說蔎鞨
sh,sh,iat,t,shiat,gap,0,0,
sh,sh,iet,t,shiet,gap,0,0,
sh,sh,it,t,shit,attested,4,4,失室實𩋡
sh,sh,oet,t,shoet,gap,0,0,
sh,sh,ot,t,shot,gap,0,0,
sh,sh,t,t,sht,gap,0,0,
sh,sh,uet,t,shuet,gap,0,0,
sh,sh,ut,t,shut,attested,21,21,术沭咰帥述秫率術袕噊潏蟀
sh,sh,waet,t,shwaet,gap,0,0,
sh,sh,wat,t,shwat,gap,0,0,
sh,sh,woet,t,shwoet,gap,0,0,
sh,sh,wot,t,shwot,gap,0,0,
sh,sh,yeot,t,shyeot,gap,0,0,
sh,sh,yt,t,shyt,gap,0,0,
sh,sh,aets,ts,shaets,gap,0,0,
sh,sh,ats,ts,shats,attested,5,5,刷蝨飋㕞𠴪
sh,sh,eots,ts,sheots,gap,0,0,
sh,sh,ets,ts,shets,attested,6,6,瑟摋璱蟋𠻜𦆄
sh,sh,aap,p,shaap,attested,4,4,啑翜㞚䬊
sh,sh,aep,p,shaep,attested,4,4,帹翣𧲌𧻵
sh,sh,ap,p,shap,gap,0,0,
sh,sh,eop,p,sheop,gap,0,0,
sh,sh,ep,p,shep,attested,7,7,喢萐歃箑䈉霎𧳛
sh,sh,iep,p,shiep,gap,0,0,
sh,sh,ip,p,ship,attested,19,19,弽鈒雭溼翜葉歰澁歙濇澀濕
sh,sh,oep,p,shoep,gap,0,0,
sh,sh,op,p,shop,gap,0,0,
sh,sh,p,p,shp,gap,0,0,
sh,sh,yp,p,shyp,gap,0,0,
sh,sh,eov,v,sheov,gap,0,0,
sh,sh,ev,v,shev,attested,6,6,喢萐歃㰼箑霎
sh,sh,ov,v,shov,gap,0,0,
sh,sh,aenn,nn,shaenn,gap,0,0,
sh,sh,ann,nn,shann,gap,0,0,
sh,sh,enn,nn,shenn,attested,20,20,屾扟阠侁姺籸甡莘兟詵燊駪
sh,sh,eonn,nn,sheonn,gap,0,0,
sh,sh,onn,nn,shonn,gap,0,0,
sh,sh,aeyh,h,shaeyh,gap,0,0,
sh,sh,ah,h,shah,attested,20,19,舍舎厙虵射奢捨涻荼蛇赦畲
sh,sh,ayh,h,shayh,gap,0,0,
sh,sh,emh,h,shemh,attested,1,1,襳
sh,sh,eomh,h,sheomh,gap,0,0,
sh,sh,ueh,h,shueh,gap,0,0,
sh,sh,uh,h,shuh,attested,41,38,疋抒所杼恕捒書紓庶梳暑舒
sh,sh,r,r,shr,gap,0,0,
sh,sh,,open,sh,gap,0,0,
sh,sh,a,open,sha,attested,8,7,沙砂嗄魦髿𦔯𩊮
sh,sh,aa,open,shaa,attested,7,7,紗桬硰裟鯊灑㲚
sh,sh,ae,open,shae,gap,0,0,
sh,sh,au,open,shau,gap,0,0,
sh,sh,e,open,she,attested,6,6,丗貰勢蔱鎩㡜
sh,sh,eo,open,sheo,gap,0,0,
sh,sh,eou,open,sheou,gap,0,0,
sh,sh,eu,open,sheu,attested,7,5,少燒䒚𤬖𨙹
sh,sh,ia,open,shia,gap,0,0,
sh,sh,iaeu,open,shiaeu,gap,0,0,
sh,sh,iau,open,shiau,gap,0,0,
sh,sh,ie,open,shie,gap,0,0,
sh,sh,ieu,open,shieu,gap,0,0,
sh,sh,iou,open,shiou,gap,0,0,
sh,sh,iu,open,shiu,gap,0,0,
sh,sh,o,open,sho,attested,17,15,守收捜漱瘦𦺋鏉䐹䗏䬒䮟𢯱
sh,sh,oe,open,shoe,gap,0,0,
sh,sh,oeu,open,shoeu,gap,0,0,
sh,sh,ou,open,shou,attested,17,15,手狩首𩠐廋獀蒐犙獸䤇䤹䭭
sh,sh,u,open,shu,attested,20,16,戍捒鄃隃毹腧數螋輸橾籔㡏
sh,sh,ua,open,shua,gap,0,0,
sh,sh,uae,open,shuae,gap,0,0,
sh,sh,ue,open,shue,attested,10,10,帨涗稅蛻裞說䬽䭨𠻜𢄢
sh,sh,ueo,open,shueo,gap,0,0,
sh,sh,wa,open,shwa,attested,5,4,傻葰誜𧫝
sh,sh,wae,open,shwae,gap,0,0,
sh,sh,yeo,open,shyeo,gap,0,0,
sh,sh,yeou,open,shyeou,gap,0,0,
nh,nh,aan,n,nhaan,attested,2,2,嘫㬮
nh,nh,aen,n,nhaen,gap,0,0,
nh,nh,an,n,nhan,attested,4,4,赧戁㫱𩈶
nh,nh,en,n,nhen,gap,0,0,
nh,nh,eon,n,nheon,gap,0,0,
nh,nh,ian,n,nhian,gap,0,0,
nh,nh,ien,n,nhien,gap,0,0,
nh,nh,in,n,nhin,attested,1,1,紉
nh,nh,n,n,nhn,gap,0,0,
nh,nh,oen,n,nhoen,gap,0,0,
nh,nh,on,n,nhon,gap,0,0,
nh,nh,uaen,n,nhuaen,gap,0,0,
nh,nh,uan,n,nhuan,gap,0,0,
nh,nh,uen,n,nhuen,gap,0,0,
nh,nh,ueon,n,nhueon,gap,0,0,
nh,nh,uin,n,nhuin,gap,0,0,
nh,nh,un,n,nhun,gap,0,0,
nh,nh,waan,n,nhwaan,gap,0,0,
nh,nh,waen,n,nhwaen,gap,0,0,
nh,nh,wan,n,nhwan,attested,2,1,奻
nh,nh,woen,n,nhwoen,gap,0,0,
nh,nh,won,n,nhwon,gap,0,0,
nh,nh,wyn,n,nhwyn,gap,0,0,
nh,nh,yeon,n,nhyeon,gap,0,0,
nh,nh,yn,n,nhyn,gap,0,0,
nh,nh,aam,m,nhaam,gap,0,0,
nh,nh,aem,m,nhaem,gap,0,0,
nh,nh,am,m,nham,gap,0,0,
nh,nh,em,m,nhem,attested,6,5,淰喃諵𦊔𦌫
nh,nh,eom,m,nheom,gap,0,0,
nh,nh,iem,m,nhiem,gap,0,0,
nh,nh,im,m,nhim,attested,5,5,拰賃䋻鵀䛘
nh,nh,m,m,nhm,gap,0,0,
nh,nh,oem,m,nhoem,gap,0,0,
nh,nh,om,m,nhom,gap,0,0,
nh,nh,ym,m,nhym,gap,0,0,
nh,nh,yom,m,nhyom,gap,0,0,
nh,nh,aang,ng,nhaang,attested,7,7,獰檸鬤㲰𠽽𥣗𧂘
nh,nh,aeng,ng,nhaeng,gap,0,0,
nh,nh,ang,ng,nhang,attested,13,12,娘涳瓤鑏鬞釀鬡鑲䭢𣰊𨑊𩟊
nh,nh,eng,ng,nheng,attested,6,6,儜噥薴孃䖆𥽬
nh,nh,eong,ng,nheong,gap,0,0,
nh,nh,iaang,ng,nhiaang,gap,0,0,
nh,nh,iang,ng,nhiang,gap,0,0,
nh,nh,ieng,ng,nhieng,gap,0,0,
nh,nh,ing,ng,nhing,attested,6,6,嬣𧭈攮䁸𦗳𪆯
nh,nh,iong,ng,nhiong,gap,0,0,
nh,nh,iung,ng,nhiung,gap,0,0,
nh,nh,oeng,ng,nhoeng,gap,0,0,
nh,nh,ong,ng,nhong,attested,5,5,𢫨濃醲𨑊𪒬
nh,nh,uaang,ng,nhuaang,gap,0,0,
nh,nh,ueng,ng,nhueng,gap,0,0,
nh,nh,ung,ng,nhung,attested,4,4,檂穠襛𨲳
nh,nh,waang,ng,nhwaang,gap,0,0,
nh,nh,waeng,ng,nhwaeng,gap,0,0,
nh,nh,wang,ng,nhwang,gap,0,0,
nh,nh,wueng,ng,nhwueng,gap,0,0,
nh,nh,wung,ng,nhwung,gap,0,0,
nh,nh,yang,ng,nhyang,gap,0,0,
nh,nh,yeng,ng,nhyeng,gap,0,0,
nh,nh,yeong,ng,nhyeong,gap,0,0,
nh,nh,yng,ng,nhyng,gap,0,0,
nh,nh,aay,y,nhaay,attested,5,5,掜誽嬭㚷䍲
nh,nh,aey,y,nhaey,gap,0,0,
nh,nh,ay,y,nhay,attested,2,2,摨褹
nh,nh,eoy,y,nheoy,gap,0,0,
nh,nh,ey,y,nhey,gap,0,0,
nh,nh,uy,y,nhuy,gap,0,0,
nh,nh,waay,y,nhwaay,gap,0,0,
nh,nh,waey,y,nhwaey,gap,0,0,
nh,nh,way,y,nhway,gap,0,0,
nh,nh,wey,y,nhwey,gap,0,0,
nh,nh,wy,y,nhwy,gap,0,0,
nh,nh,y,y,nhy,gap,0,0,
nh,nh,yay,y,nhyay,gap,0,0,
nh,nh,aaw,w,nhaaw,gap,0,0,
nh,nh,aew,w,nhaew,gap,0,0,
nh,nh,aw,w,nhaw,attested,8,8,呶怓撓鐃獿㺒㺜𥗰
nh,nh,eow,w,nheow,gap,0,0,
nh,nh,ew,w,nhew,attested,8,8,淖閙橈譊䴃𠆴𡽧𣳦
nh,nh,iaew,w,nhiaew,gap,0,0,
nh,nh,iaw,w,nhiaw,gap,0,0,
nh,nh,iew,w,nhiew,gap,0,0,
nh,nh,iw,w,nhiw,gap,0,0,
nh,nh,oew,w,nhoew,gap,0,0,
nh,nh,ow,w,nhow,gap,0,0,
nh,nh,yeow,w,nhyeow,gap,0,0,
nh,nh,aei,i,nhaei,gap,0,0,
nh,nh,ai,i,nhai,gap,0,0,
nh,nh,i,i,nhi,attested,18,17,尼伱呢怩抳狔柅旎蚭跜膩聻
nh,nh,uei,i,nhuei,gap,0,0,
nh,nh,waei,i,nhwaei,gap,0,0,
nh,nh,wai,i,nhwai,gap,0,0,
nh,nh,wi,i,nhwi,attested,3,3,諉㢻㨅
nh,nh,aak,k,nhaak,gap,0,0,
nh,nh,aek,k,nhaek,gap,0,0,
nh,nh,ak,k,nhak,attested,5,5,掉眲䭆𧢺𧣺
nh,nh,ek,k,nhek,attested,4,4,疒搙搦䚥
nh,nh,eok,k,nheok,gap,0,0,
nh,nh,iaak,k,nhiaak,gap,0,0,
nh,nh,iak,k,nhiak,gap,0,0,
nh,nh,iek,k,nhiek,gap,0,0,
nh,nh,ik,k,nhik,attested,6,6,恧匿㥾𧈟𧏾𩺱
nh,nh,iok,k,nhiok,gap,0,0,
nh,nh,iuk,k,nhiuk,gap,0,0,
nh,nh,oek,k,nhoek,gap,0,0,
nh,nh,ok,k,nhok,gap,0,0,
nh,nh,uaak,k,nhuaak,gap,0,0,
nh,nh,uek,k,nhuek,gap,0,0,
nh,nh,uk,k,nhuk,gap,0,0,
nh,nh,waak,k,nhwaak,attested,2,2,搦蹃
nh,nh,waek,k,nhwaek,gap,0,0,
nh,nh,yeok,k,nhyeok,gap,0,0,
nh,nh,yk,k,nhyk,gap,0,0,
nh,nh,aach,ch,nhaach,gap,0,0,
nh,nh,ach,ch,nhach,attested,3,3,逽蹃𨵫
nh,nh,aech,ch,nhaech,gap,0,0,
